Nº chamada,Nº REDS,Data/hora de criação,Local do fato,Latitude  do local,Longitude do local,Natureza,Unidade Responsável,Recursos empenhados,Alerta,Destaque,Envolve autoridade,Tipo de classificação,Situação,Data/hora da situação atual,Evento associado
2025-37781807-8,Desconhecido,06/02/2025 19:59:55,"RUA FLOR DA VERDADE, Nº 417 - JARDIM ALVORADA - BELO HORIZONTE",0.0,0.0,V03019 - VITIMA DE QUEDA DE ALTURA (C) (Prioridade: 1 - Alta),3BBM (BELO HORIZONTE),Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 19:59:55,Não
2025-37781827-5,Desconhecido,06/02/2025 19:59:57,"RUA SETECENTOS E DEZOITO, Nº 40 - JARDIM VITORIA - BELO HORIZONTE",-19.8592694,-43.8772984,P02002 - VISTORIA EM RISCO DE QUEDA DE ARVORE (C) (Prioridade: 2 - Média),3BBM/3CIA/1PEL(SABARA),Desconhecido,Sim,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 19:59:57,Não
2025-37781858-9,(BM) 2025-005828873-001,06/02/2025 20:02:27,"RUA LANARI MENDONCA, Nº 146 - PREFEITO WALTER MARTINS FERREIRA - PARA DE MINAS",-19.8225941,-44.5969644,V01025 - VITIMA DE USO / ABUSO / DEPENDENCIA DE DROGAS / ALCOOL (C) (Prioridade: 1 - Alta),10BBM/2CIA/1PEL(PARA DE MINAS),UR03464,Não,Não,Não,Desconhecido,Terminada,06/02/2025 21:23:56,Não
2025-37782008-0,Desconhecido,06/02/2025 20:10:15,"RUA MENDANHA, Nº 108 - PADRE EUSTAQUIO - BELO HORIZONTE",-19.9174579,-43.9693425,V02408 - VITIMA DE COLISAO ENTRE AUTOMOVEL X MOTOCICLETA (C) (Prioridade: 1 - Alta),3BBM/1CIA/1PEL,Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 20:10:15,Não
2025-37782284-7,(BM) 2025-005838838-001,06/02/2025 20:27:42,"AVENIDA PADRE JOSE MAURICIO, Nº 1090 - VISTA ALEGRE - BELO HORIZONTE",-19.9544469,-43.9967298,V02408 - VITIMA DE COLISAO ENTRE AUTOMOVEL X MOTOCICLETA (C) (Prioridade: 1 - Alta),1BBM/1CIA/1PEL,UR05470,Não,Não,Não,Desconhecido,Terminada,06/02/2025 22:18:06,Não
2025-37782314-6,(BM) 2025-005842080-001,06/02/2025 20:29:29,"AVENIDA DOUTOR RENATO AZEREDO, Nº S/N - CENTRO - SETE LAGOAS",-19.4671355,-44.2451601,V01018 - VITIMA DE MAL NAO DEFINIDO (DISTURBIO) (C) (Prioridade: 1 - Alta),5CIA IND/1CIA/1PEL,UR03486,Não,Não,Não,Desconhecido,Terminada,06/02/2025 21:52:21,Não
2025-37782452-0,Desconhecido,06/02/2025 20:37:29,"RUA ALMEIDA, Nº 175 - VILA NOVA VISTA - SABARA",-19.882628,-43.8961754,V01010 - VITIMA COM DOR TORACICA/SUSPEITA DE INFARTO (IAM) (C) (Prioridade: 1 - Alta),3BBM/3CIA/1PEL(SABARA),Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 20:37:29,Não
2025-37782491-1,Desconhecido,06/02/2025 20:39:18,"AVENIDA BELO HORIZONTE, Nº 1000 - NITEROI - BETIM",-19.9521439,-44.1769902,V01003 - VITIMA COM CRISE CONVULSIVA (C) (Prioridade: 1 - Alta),2BBM/1CIA/PA BM(BETIM),Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 20:39:18,Não
2025-37782496-5,Desconhecido,06/02/2025 20:40:27,"AVENIDA INDUSTRIAL, Nº 346 - INDUSTRIAL DE IBIRITE - IBIRITE",0.0,0.0,P03001 - PERIGO DE DERRAPAGEM (C) (Prioridade: 2 - Média),2BBM (CONTAGEM),ABTS18879,Não,Não,Não,Desconhecido,À caminho,06/02/2025 21:03:47,Não
2025-37782615-2,Desconhecido,06/02/2025 20:47:35,"AVENIDA JOSE FARIA DA ROCHA, Nº 2038 - ELDORADO - CONTAGEM",-19.9416036,-44.0456863,P03002 - PERIGO DE ELETROCUSSAO (C) (Prioridade: 2 - Média),2BBM/1CIA/1PEL,Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 20:47:35,Não
2025-37782705-3,(BM) 2025-005844900-001,06/02/2025 20:56:23,"RUA JOSE MARCOS FELICIO, Nº 70 - JARDIM DOS COMERCIARIOS - BELO HORIZONTE",-19.795066,-43.9689856,O02001 - INCENDIO EM RESIDENCIA/HABITACAO UNIFAMILIAR (CASA) (C) (Prioridade: 1 - Alta),3BBM (BELO HORIZONTE),ABT6584 / ACA5367,Não,Não,Não,Desconhecido,Em controle,06/02/2025 22:03:10,Não
2025-37782735-4,(BM) 2025-005835966-001,06/02/2025 20:56:38,"RUA MARIA OLHER BARROS, Nº 56 - VILA MISSENO SILVERIO - CAMPO BELO",-20.8915555,-45.2814152,Q03001 - TREINAMENTO DE COMBATE A INCENDIO (C) (Prioridade: 2 - Média),10BBM/4CIA/2PEL/PA BM(CAMPO BELO),BM1727049,Não,Não,Não,Desconhecido,Terminada,06/02/2025 20:58:08,Não
2025-37782773-3,(BM) 2025-005842498-001,06/02/2025 21:00:18,"RUA CARAVELAS, Nº 811 - VERA CRUZ - BELO HORIZONTE",-19.9122851,-43.895037,X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média),1BBM/1CIA/1PEL,ASL02241,Não,Não,Não,Desconhecido,Terminada,06/02/2025 21:47:51,Não
2025-37783097-5,Desconhecido,06/02/2025 21:22:48,"RUA TEXACO, Nº 335 - JARDIM PIEMONTE - BETIM",-19.9532214,-44.0697948,O02013 - INCENDIO EM EDIFICACAO INDUSTRIAL (C) (Prioridade: 1 - Alta),2BBM (CONTAGEM),ACA6142 / ABTS6642,Não,Não,Não,Desconhecido,No local,06/02/2025 21:38:14,Não
2025-37783156-2,(BM) 2025-005845175-001,06/02/2025 21:27:56,"BECO SANTA INES, Nº 40 - VILA BARRAGEM SANTA LUCIA - BELO HORIZONTE",-19.9549871,-43.9431916,S06002 - CAPTURA DE ANIMAL SILVESTRE PERIGOSO / AGRESSIVO (C) (Prioridade: 2 - Média),1BBM/1CIA/1PEL,ASL12089,Não,Não,Não,Desconhecido,No local,06/02/2025 21:46:18,Não
2025-37783303-5,Desconhecido,06/02/2025 21:38:20,"AVENIDA JOAO CESAR DE OLIVEIRA, Nº 3744 - NOVO ELDORADO - CONTAGEM",-19.9365975,-44.0584621,X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média),2BBM (CONTAGEM),ASM4879,Não,Não,Não,Desconhecido,À caminho,06/02/2025 21:39:22,Não
2025-37783526-0,(BM) 2025-005843975-001,06/02/2025 21:52:33,"RUA UIRAPURU, Nº 330 - CONJUNTO OSWALDO MACHADO GONTIJO - DIVINOPOLIS",-20.1107629,-44.9038564,V03021 - VITIMA DE SUICIDIO (TENTATIVA) - APH TRAUMA (C) (Prioridade: 1 - Alta),10BBM/1CIA/4PEL,UR05914 / UR00562,Não,Não,Não,Desconhecido,Em controle,06/02/2025 22:20:14,Não
2025-37783545-4,Desconhecido,06/02/2025 21:54:46,"AVENIDA INDUSTRIAL, Nº 334 - PETROLINA - IBIRITE",-19.996132,-44.0974651,W98011 - SOLICITACAO DE APOIO (C) (Prioridade: 1 - Alta),2BBM/1CIA/7PEL(BARREIRO),Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 21:59:21,Não
2025-37783598-0,(BM) 2025-005844114-001,06/02/2025 21:58:00,"RUA VEREADOR JOSE CONSTANTINO SOBRINHO, Nº 801 - DANILO PASSOS I - DIVINOPOLIS",-20.120557,-44.8783696,X05003 - COORDENADOR DAS ATIVIDADES DE BOMBEIROS MILITAR DA UNIDADE (C) (Prioridade: 1 - Alta),10BBM/1CIA/4PEL,ACA06144,Não,Não,Não,Desconhecido,No local,06/02/2025 21:58:18,Não
2025-37783733-4,Desconhecido,06/02/2025 22:05:57,"RUA RITA CAMARGO CUNHA, Nº 42 - NOSSA SENHORA DE FATIMA - CONTAGEM",-19.908984,-44.0844765,S06002 - CAPTURA DE ANIMAL SILVESTRE PERIGOSO / AGRESSIVO (C) (Prioridade: 2 - Média),2BBM/1CIA/1PEL,Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 22:05:57,Não
2025-37783751-6,Desconhecido,06/02/2025 22:06:29,"RUA JOAO AMACECKS, Nº 33 - BOA VISTA - BELO HORIZONTE",-19.8934327,-43.8921924,S06001 - SALVAMENTO DE ANIMAL EM RISCO / PERIGO (C) (Prioridade: 2 - Média),1BBM/1CIA/6PEL(SAUDADE),Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,06/02/2025 22:06:29,Não
2022-22621198-6,(BM) 2022-025580093-001,14/06/2022 21:15:32,"RUA CECILIA VICTOR, Nº 72 - BAIRRO PIRES - CONGONHAS",-20.4373882,-43.8465859,S04012 - BUSCA E SALVAMENTO EM LOCAL DE DIFICIL ACESSO (C) (Prioridade: 1 - Alta),2CIA IND/2CIA/1PEL/PA BM(CONGONHAS),ASL00082,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,16/06/2022 13:02:39,Não
2024-35358978-4,(BM) 2024-040082911-006,06/09/2024 04:05:51,"PARQUE  ARQUEOLOGICO, Nº S/N - ANDRELANDIA",0.0,0.0,O04008 - INCENDIO EM AREA RURAL NAO PROTEGIDA (C) (Prioridade: 2 - Média),2CIA IND/1CIA/2PEL(SAO JOAO DEL REI),ASL06076 / ACA02229 / APF1406 / ASL02245 / APF01338,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,16/09/2024 08:51:03,Não
2025-37265035-0,(BM) 2025-000575919-001,05/01/2025 14:34:59,"RUA ALVARO GOMES DE OLIVEIRA, Nº 9 - PONTE CHAVE - CARANDAI",-20.9539178,-43.7860534,V01006 - VITIMA COM DIFICULDADE DE LOCOMOCAO (C) (Prioridade: 1 - Alta),2CIA IND/2CIA/BRIGADA CARANDAÍ,ABT-0J40,Não,Não,Não,Desconhecido,Terminada,05/01/2025 14:38:19,Não
2025-37302896-3,(BM) 2025-001370899-003,07/01/2025 20:58:19,"RUA JULIO DIAS DA SILVA, Nº 120 - SANTA CRUZ - JUIZ DE FORA",-21.7084165,-43.4342832,S06010 - CORTE/PODA DE ARVORE CAIDA SOBRE RESIDENCIA (C) (Prioridade: 1 - Alta),4BBM/1CIA/5PEL(PEMAD),ASM3495 / ASM5505 / ABTS2377,Sim,Não,Não,Desconhecido,Terminada,02/02/2025 23:00:43,Não
2025-37326442-0,(BM) 2025-001238752-001,09/01/2025 12:15:39,"ESTRADA DOMINGOS HUNGARO, Nº 5500 - SALVATERRA - JUIZ DE FORA",0.0,0.0,S06007 - CORTE / PODA DE ARVORE COM RISCO IMINENTE DE QUEDA (C) (Prioridade: 2 - Média),4BBM/1CIA/6PEL(SUL),ASM5505,Sim,Não,Não,Desconhecido,Terminada,20/01/2025 11:26:28,Não
2025-37404671-1,(BM) 2025-002050946-002,14/01/2025 08:23:15,"RUA SEBASTIAO CARDOSO, Nº 217 - BARAO DO RETIRO - JUIZ DE FORA",0.0,0.0,S06007 - CORTE / PODA DE ARVORE COM RISCO IMINENTE DE QUEDA (C) (Prioridade: 2 - Média),4BBM/1CIA/1PEL,ASL06074 / ASM3495,Sim,Não,Não,Desconhecido,Terminada,30/01/2025 10:21:48,Não
2025-37411647-7,(BM) 2025-002104144-001,14/01/2025 16:53:58,"RUA PARACATU, Nº 1061 - VALE DOS BANDEIRANTES - JUIZ DE FORA",-21.7266598,-43.3541222,S06007 - CORTE / PODA DE ARVORE COM RISCO IMINENTE DE QUEDA (C) (Prioridade: 2 - Média),4BBM/1CIA/6PEL(SUL),ASM5505,Sim,Não,Não,Desconhecido,Terminada,14/01/2025 21:15:59,Não
2025-37486777-4,(BM) 2025-002824713-001,19/01/2025 10:26:23,"RODOVIA MGC 265, Nº 37 - PINHEIRO GROSSO - BARBACENA",-21.2010406,-43.7169902,V02402 - VITIMA DE COLISAO ENTRE MOTOCICLETAS (C) (Prioridade: 1 - Alta),2CIA IND/1CIA/1PEL,UR05604,Não,Não,Não,BOLETIM DE OCORRENCIA,Classificada,20/01/2025 07:52:46,Não
2025-37699837-1,(BM) 2025-004983766-001,01/02/2025 17:55:34,"RUA BARONESA STA CECILIA, Nº S/N - GARCAS - CARANDAI",-20.9546371,-43.8031457,Q03006 - TREINAMENTO DE FORMACAO DE BRIGADAS (C) (Prioridade: 2 - Média),2CIA IND/2CIA/1PEL/PA BM(CARANDAI),BM1123231,Não,Não,Não,Desconhecido,Terminada,01/02/2025 17:57:50,Não
2025-37722356-8,(BM) 2025-005179240-001,03/02/2025 05:01:29,"- AV BRASIL, Nº 3405 - JUIZ DE FORA",0.0,0.0,X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média),4BBM/2CIA/2PEL(MURIAE),BARRETO,Não,Não,Não,Desconhecido,Em controle,05/02/2025 16:09:32,Não
2025-37730534-0,(BM) 2025-005278963-001,03/02/2025 16:52:19,"AVENIDA BRASIL, Nº 3405 - JUIZ DE FORA",0.0,0.0,X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média),2CIA IND/1CIA/1PEL,ASL02407,Não,Não,Não,Desconhecido,Em controle,03/02/2025 17:39:11,Não
2025-37758045-0,(BM) 2025-005718950-001,05/02/2025 11:49:24,"RUA CORONEL JOSE GONCALVES DE ARAUJO, Nº S/N - ANTONIO CARLOS",0.0,0.0,P02002 - VISTORIA EM RISCO DE QUEDA DE ARVORE (C) (Prioridade: 2 - Média),2CIA IND/1CIA/1PEL,VOB04864,Não,Não,Não,Desconhecido,Terminada,06/02/2025 12:03:29,Não
2025-37759355-2,(BM) 2025-005583978-001,05/02/2025 14:02:45,"RUA ARVORES, Nº 333 - NOVO HORIZONTE - JUIZ DE FORA",-21.7947333,-43.3920745,P02002 - VISTORIA EM RISCO DE QUEDA DE ARVORE (C) (Prioridade: 2 - Média),4BBM/1CIA/3PEL,ASL06132,Sim,Não,Não,Desconhecido,Terminada,06/02/2025 08:39:07,Não
2025-37759697-6,Desconhecido,05/02/2025 14:25:45,"RUA NICOLAU EUGENIO, Nº 200 - JARDIM DOS INCONFIDENTES - CONSELHEIRO LAFAIETE",-20.6578133,-43.7765076,P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média),2CIA IND/2CIA/1PEL(CONSELHEIRO LAFAIETE),Desconhecido,Não,Não,Não,Desconhecido,Atribuída ao órgão,05/02/2025 14:25:45,Não
2025-37763056-5,(BM) 2025-005629784-001,05/02/2025 17:35:45,"PRACA PRACA SEVERINO ANTONIO DA COST, Nº S/N - BAIRRO CENTRO - SAO BRAS DO SUACUI",-20.6277671,-43.9514909,P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média),2CIA IND/2CIA/1PEL(CONSELHEIRO LAFAIETE),ASM0255,Não,Não,Não,Desconhecido,Terminada,05/02/2025 19:37:11,Não
2025-37770427-5,(BM) 2025-005699908-001,06/02/2025 04:49:38,"AVENIDA RAJA GABAGLIA, Nº 4343 - SANTA LUCIA - BELO HORIZONTE",-19.9678036,-43.9538665,X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 3 - Baixa),4BBM/1CIA/7PEL(LEOPOLDINA),ASL02406,Não,Não,Não,Desconhecido,Em controle,06/02/2025 09:58:49,Não
2025-37770586-9,(BM) 2025-005701229-001,06/02/2025 05:48:50,"AVENIDA BRASIL MARGEM DIREITA, Nº 3405 - CENTRO - JUIZ DE FORA",-21.7519597,-43.3485652,X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média),4BBM/2CIA/2PEL(MURIAE),ASL04732,Não,Não,Não,Desconhecido,Terminada,06/02/2025 16:36:06,Não
2025-37770901-4,(BM) 2025-005704210-001,06/02/2025 06:59:39,"RUA JORGE CHICRE, Nº 429 - NOVA MAR DE ESPANHA - MAR DE ESPANHA",0.0,0.0,P01001 - VISTORIA DE FISCALIZACAO (C) (Prioridade: 2 - Média),4BBM/3CIA PREV VIST/CMT/SUBCMT/ANALISE,APV00579,Não,Não,Não,Desconhecido,À caminho,06/02/2025 07:05:10,Não
2025-37770997-3,(BM) 2025-005706078-004,06/02/2025 07:16:58,"AVENIDA PROFESSOR NOE DE LIMA, Nº S/N - FUNCIONARIOS - BARBACENA",0.0,0.0,P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média),2CIA IND/1CIA/1PEL,ACA02229 / VOB04864,Não,Não,Não,Desconhecido,Terminada,06/02/2025 20:29:05,Não
2025-37771193-1,(BM) 2025-005707921-001,06/02/2025 07:41:27,"PRACA SAO VICENTE PAULA, Nº 237 - CERRADO - SAO TIAGO",-20.9058541,-44.5062939,P01001 - VISTORIA DE FISCALIZACAO (C) (Prioridade: 2 - Média),2CIA IND/1CIA/2PEL(SAO JOAO DEL REI),APF01338,Não,Não,Não,Desconhecido,Terminada,06/02/2025 10:40:53,Não
2025-37771250-3,(BM) 2025-005707501-001,06/02/2025 07:47:54,"AVENIDA SENADOR LEVINDO COELHO, Nº 300 - SANTA ALICE - UBA",-21.1023418,-42.9630744,V02408 - VITIMA DE COLISAO ENTRE AUTOMOVEL X MOTOCICLETA (C) (Prioridade: 1 - Alta),4BBM/2CIA/1PEL(UBA),UR-5487,Não,Não,Não,Desconhecido,Terminada,06/02/2025 08:53:23,Não
2025-37771610-7,(BM) 2025-005710890-001,06/02/2025 08:22:05,"AVENIDA CONSELHEIRO LAFAIETE, Nº 405 - PRIMEIRO DE MAIO - OURO BRANCO",-20.5327402,-43.7163872,P03002 - PERIGO DE ELETROCUSSAO (C) (Prioridade: 2 - Média),2CIA IND/2CIA/1PEL/PA BM(CONGONHAS),ABTS6039,Não,Não,Não,Desconhecido,Terminada,06/02/2025 09:33:22,Não
2025-37771696-2,(BM) 2025-005804636-002,06/02/2025 08:29:41,"RUA JULIO AUGUSTO DE ARAUJO, Nº 224 - CENTRO - BARBACENA",-21.2252033,-43.7760446,P02011 - VISTORIA EM ENXAME DE INSETOS (C) (Prioridade: 2 - Média),2CIA IND/1CIA/1PEL,VOB04864,Não,Não,Não,Desconhecido,Terminada,06/02/2025 21:54:26,Não
2025-37771860-4,(BM) 2025-005712952-001,06/02/2025 08:42:30,"RUA MARIA AUGUSTA DE ASSIS, Nº 298 - FUNCIONARIOS - BARBACENA",-21.2163358,-43.7837222,V01007 - VITIMA COM DISPNEIA (FALTA DE AR) (C) (Prioridade: 1 - Alta),2CIA IND/1CIA/1PEL,UR05604,Não,Não,Não,Desconhecido,Terminada,06/02/2025 09:25:05,Não
2025-37771919-5,(BM) 2025-005719640-001,06/02/2025 08:50:55,"A DEFINIR MG 30, Km 1, Nº S/N - LOBO LEITE - CONGONHAS",0.0,0.0,S06001 - SALVAMENTO DE ANIMAL EM RISCO / PERIGO (C) (Prioridade: 2 - Média),2CIA IND/2CIA/1PEL/PA BM(CONGONHAS),ABTS6039,Não,Não,Não,Desconhecido,Terminada,06/02/2025 11:05:03,Não
2025-37772048-8,(BM) 2025-005715510-001,06/02/2025 09:01:34,"AVENIDA MONSENHOR MOREIRA, Nº 555 - SAO SEBASTIAO - CONSELHEIRO LAFAIETE",-20.6567665,-43.8017636,X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média),2CIA IND/2CIA/1PEL(CONSELHEIRO LAFAIETE),APF01163,Não,Não,Não,Desconhecido,Terminada,06/02/2025 10:41:09,Não
2025-37772134-8,(BM) 2025-005716374-001,06/02/2025 09:07:17,"AVENIDA COMENDADOR TEIXEIRA E SILVA, Nº 575 - UBA",-21.1081516,-42.9596342,P01001 - VISTORIA DE FISCALIZACAO (C) (Prioridade: 2 - Média),4BBM/2CIA/PEL DE PREVENCAO VISTORIA(UBA),VOB08657,Não,Não,Não,Desconhecido,Terminada,06/02/2025 09:46:09,Não
2025-37772315-2,(BM) 2025-005730640-001,06/02/2025 09:23:46,"AVENIDA LEITE DE CASTRO, Nº 1277 - JARDIM AMERICA - SAO JOAO DEL REI",-21.1187755,-44.2456161,X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média),2CIA IND/1CIA/2PEL(SAO JOAO DEL REI),ASL06076,Não,Não,Não,Desconhecido,Terminada,06/02/2025 10:47:53,Não
2025-37772377-0,(BM) 2025-005719290-001,06/02/2025 09:28:03,"RUA ALCIDES PEREIRA, Nº 237 - QUILOMBO DOS PALMARES - CATAGUASES",-21.3171169,-42.6404273,S04013 - BUSCA E RECUPERACAO DE CADAVER EM TERRA/EDIFICACOES (C) (Prioridade: 2 - Média),4BBM/1CIA/7PEL PA BM(CATAGUASES),VOB00692,Não,Não,Não,Desconhecido,Terminada,06/02/2025 14:13:05,Não
2025-37772466-8,(BM) 2025-005731015-001,06/02/2025 09:35:04,"PRACA FREI ORLANDO, Nº 170 - CENTRO - SAO JOAO DEL REI",-21.1387276,-44.2598899,X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média),2CIA IND/1CIA/2PEL(SAO JOAO DEL REI),TPO00020,Não,Não,Não,Desconhecido,Terminada,06/02/2025 21:10:05,Não
2025-37772484-0,(BM) 2025-005731212-001,06/02/2025 09:37:20,"AVENIDA LEITE DE CASTRO, Nº 1277 - JARDIM AMERICA - SAO JOAO DEL REI",-21.1187755,-44.2456161,X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média),2CIA IND/1CIA/2PEL(SAO JOAO DEL REI),TLP0160,Não,Não,Não,Desconhecido,Terminada,06/02/2025 11:06:13,Não
2025-37772603-7,(BM) 2025-005721771-001,06/02/2025 09:45:48,"RUA DICO TEIXEIRA, Nº 320 - DICO TEIXEIRA - UBA",-21.1071759,-42.9576061,P01001 - VISTORIA DE FISCALIZACAO (C) (Prioridade: 2 - Média),4BBM/2CIA/PEL DE PREVENCAO VISTORIA(UBA),VOB08657,Não,Não,Não,Desconhecido,Terminada,06/02/2025 11:30:03,Não
2025-37772657-6,(BM) 2025-005722490-001,06/02/2025 09:50:16,"PRACA DOUTOR JOAO GUIMARAES ROSA, Nº S/N - SANTA CECILIA - BARBACENA",-21.2207533,-43.7852371,Y30006 - APOIO A ORGAOS ESTADUAIS (C) (Prioridade: 3 - Baixa),2CIA IND/1CIA/1PEL,ABTS8958,Não,Não,Não,Desconhecido,Terminada,06/02/2025 10:57:32,Não
2025-37773172-2,(BM) 2025-005729843-001,06/02/2025 10:32:04,"RUA DOM PEDRO I, Nº 340 - ALTO DA VISTA ALEGRE - CONSELHEIRO LAFAIETE",-20.6652952,-43.7985756,S04999 - OUTROS TIPOS DE SALVAMENTO TERRESTRE TIPICO    (C) (Prioridade: 2 - Média),2CIA IND/2CIA/1PEL(CONSELHEIRO LAFAIETE),ASM0255,Não,Não,Não,Desconhecido,Terminada,06/02/2025 11:52:18,Não
2025-37773239-1,(BM) 2025-005730430-001,06/02/2025 10:40:22,"RUA PASCOAL CAPUTO NETO, Nº 151 - SERRADO - SAO TIAGO",0.0,0.0,P01001 - VISTORIA DE FISCALIZACAO (C) (Prioridade: 2 - Média),2CIA IND/1CIA/2PEL(SAO JOAO DEL REI),APF01338,Não,Não,Não,Desconhecido,Terminada,06/02/2025 12:07:04,Não
2025-37773291-1,(BM) 2025-005731281-001,06/02/2025 10:41:57,"AVENIDA GERALDO PLAZA, Nº 820 - PAULO SEXTO - CONSELHEIRO LAFAIETE",-20.6845709,-43.7987987,P01002 - VISTORIA DE LIBERACAO / EMISSAO DE AVCB (C) (Prioridade: 2 - Média),2CIA IND/2CIA/1PEL(CONSELHEIRO LAFAIETE),APF01163,Não,Não,Não,Desconhecido,Terminada,06/02/2025 13:25:13,Não
2025-37773304-1,(BM) 2025-005732076-001,06/02/2025 10:43:46,"RUA ELIAS BEDRAN, Nº 155 - SANTO ANTONIO - BARBACENA",-21.2010462,-43.7563431,V01008 - VITIMA COM DOR ABDOMINAL (ABDOME AGUDO) (C) (Prioridade: 1 - Alta),2CIA IND/1CIA/1PEL,UR05604,Não,Não,Não,Desconhecido,Terminada,06/02/2025 11:52:15,Não
2025-37773406-1,(BM) 2025-005743678-001,06/02/2025 10:52:27,"A DEFINIR FAZENDA SÃO MIGUEL, Nº S/N - ZONA RURAL - ALFREDO VASCONCELOS",0.0,0.0,S06001 - SALVAMENTO DE ANIMAL EM RISCO / PERIGO (C) (Prioridade: 2 - Média),2CIA IND/1CIA/1PEL,VOB04864,Não,Não,Não,Desconhecido,Terminada,06/02/2025 15:33:23,Não
2025-37773864-6,(BM) 2025-005738409-001,06/02/2025 11:29:54,"AVENIDA EX COMBATENTES, Nº 2648 - UBA",-21.1167984,-42.9562226,P01001 - VISTORIA DE FISCALIZACAO (C) (Prioridade: 2 - Média),4BBM/2CIA/PEL DE PREVENCAO VISTORIA(UBA),VOB08657,Não,Não,Não,Desconhecido,Terminada,06/02/2025 12:03:09,Não
2025-37774188-8,(BM) 2025-005742279-001,06/02/2025 12:03:03,"RUA JUIZ MASSILLON RESENDE TEIXEIRA, Nº 64 - DICO TEIXEIRA - UBA",-21.1079538,-42.9548002,P01001 - VISTORIA DE FISCALIZACAO (C) (Prioridade: 2 - Média),4BBM/2CIA/PEL DE PREVENCAO VISTORIA(UBA),VOB08657,Não,Não,Não,Desconhecido,Terminada,06/02/2025 12:55:34,Não
2025-37774250-0,(BM) 2025-005742541-001,06/02/2025 12:05:40,"PRACA GOVERNADOR MILTON CAMPOS, Nº 19 - CENTRO - SAO TIAGO",-20.9075168,-44.5072741,P01001 - VISTORIA DE FISCALIZACAO (C) (Prioridade: 2 - Média),2CIA IND/1CIA/2PEL(SAO JOAO DEL REI),APF01338,Não,Não,Não,Desconhecido,Terminada,06/02/2025 13:59:39,Não
2025-37774256-6,(BM) 2025-005750968-001,06/02/2025 12:09:00,"RODOVIA MG 030, Km 0 - LOBO LEITE - CONGONHAS",-20.5201198,-43.7994901,S05304 - COLISAO ENTRE CAMINHOES / CARRETAS (C) (Prioridade: 1 - Alta),2CIA IND/2CIA/1PEL/PA BM(CONGONHAS),ABTS6039,Não,Não,Não,Desconhecido,Terminada,06/02/2025 13:32:52,Não
2025-37774331-0,(BM) 2025-005743587-001,06/02/2025 12:14:37,"RUA QUATORZE DE AGOSTO, Nº S/N - NOSSA SENHORA APARECIDA - BARBACENA",-21.2097413,-43.7851771,Y30006 - APOIO A ORGAOS ESTADUAIS (C) (Prioridade: 3 - Baixa),2CIA IND/1CIA/1PEL,UR05604,Não,Não,Não,Desconhecido,Terminada,06/02/2025 13:42:11,Não
2025-37774668-3,(BM) 2025-005747347-001,06/02/2025 12:55:17,"RUA PEDRO PAIVA, Nº 137 - LAURINDO DE CASTRO - UBA",-21.1138819,-42.9568814,P01001 - VISTORIA DE FISCALIZACAO (C) (Prioridade: 2 - Média),4BBM/2CIA/PEL DE PREVENCAO VISTORIA(UBA),VOB08657,Não,Não,Não,Desconhecido,Terminada,06/02/2025 15:18:46,Não
2025-37774853-5,(BM) 2025-005757931-001,06/02/2025 13:11:21,"AVENIDA ASTOLFO DUTRA, Nº S/N - CATAGUASES",-21.3870987,-42.6938368,X03000 - EMPENHO ADMINISTRATIVO (C) (Prioridade: 2 - Média),4BBM/1CIA/7PEL PA BM(CATAGUASES),UR5523,Não,Não,Não,Desconhecido,Terminada,06/02/2025 14:13:35,Não
